name,fold,label
1398.wav,5,5
1399.wav,5,5
1400.wav,5,5
1401.wav,5,5
1402.wav,5,5
1403.wav,5,5
1404.wav,5,5
1405.wav,5,5
1406.wav,5,5
1407.wav,5,5
1408.wav,5,5
1409.wav,5,5
1410.wav,5,5
1411.wav,5,5
1412.wav,5,5
1413.wav,5,5
1414.wav,5,5
1415.wav,5,5
1416.wav,5,5
1417.wav,5,5
1418.wav,5,5
1419.wav,5,5
1420.wav,5,5
1421.wav,5,5
1422.wav,5,5
1423.wav,5,5
1424.wav,5,5
1425.wav,5,5
1426.wav,5,5
1427.wav,5,5
1428.wav,5,5
1429.wav,5,5
1430.wav,5,5
1431.wav,5,5
1432.wav,5,5
1433.wav,5,5
1434.wav,5,5
1435.wav,5,5
1436.wav,5,5
1437.wav,5,5
1438.wav,5,5
1439.wav,5,5
1440.wav,5,5
1441.wav,5,5
1442.wav,5,5
1443.wav,5,5
1444.wav,5,5
1445.wav,5,5
1446.wav,5,5
1447.wav,5,5
1448.wav,5,5
1449.wav,5,5
1450.wav,5,5
1451.wav,5,5
1452.wav,5,5
1453.wav,5,5
1454.wav,5,5
1455.wav,5,5
1456.wav,5,5
1457.wav,5,5
1458.wav,5,5
1459.wav,5,5
1460.wav,5,5
1461.wav,5,5
1462.wav,5,5
1463.wav,5,5
1464.wav,5,5
1465.wav,5,5
1466.wav,5,5
1467.wav,5,5
1468.wav,5,5
1469.wav,5,5
1470.wav,5,5
1471.wav,5,5
1472.wav,5,5
1473.wav,5,5
1474.wav,5,5
1475.wav,5,5
1476.wav,5,5
1477.wav,5,5
1478.wav,5,5
1479.wav,5,5
1480.wav,5,5
1481.wav,5,5
1482.wav,5,5
1483.wav,5,5
1484.wav,5,5
1485.wav,5,5
1486.wav,5,5
1487.wav,5,5
1488.wav,5,5
1489.wav,5,5
1490.wav,5,5
1491.wav,5,5
1492.wav,5,5
1493.wav,5,5
1494.wav,5,5
1495.wav,5,5
1496.wav,5,5
1497.wav,5,5
1498.wav,5,5
1499.wav,5,5
1000.wav,2,2
1001.wav,2,2
1002.wav,2,2
1003.wav,2,2
1004.wav,2,2
1005.wav,2,2
1006.wav,2,2
1007.wav,2,2
1008.wav,2,2
1009.wav,2,2
1010.wav,2,2
1011.wav,2,2
1012.wav,2,2
1013.wav,2,2
1014.wav,2,2
1015.wav,2,2
1016.wav,2,2
1017.wav,2,2
1018.wav,2,2
1019.wav,2,2
1020.wav,2,2
1021.wav,2,2
1022.wav,2,2
1023.wav,2,2
1024.wav,2,2
1025.wav,2,2
1026.wav,2,2
1027.wav,2,2
1028.wav,2,2
1029.wav,2,2
1030.wav,2,2
1031.wav,2,2
1032.wav,2,2
1033.wav,2,2
1034.wav,2,2
1035.wav,2,2
1036.wav,2,2
1037.wav,2,2
1038.wav,2,2
1039.wav,2,2
1040.wav,2,2
1041.wav,2,2
1042.wav,2,2
1043.wav,2,2
1044.wav,2,2
1045.wav,2,2
1046.wav,2,2
1047.wav,2,2
1048.wav,2,2
1049.wav,2,2
1050.wav,2,2
1051.wav,2,2
1052.wav,2,2
1053.wav,2,2
1054.wav,2,2
1055.wav,2,2
1056.wav,2,2
1057.wav,2,2
1058.wav,2,2
1059.wav,2,2
1060.wav,2,2
1061.wav,2,2
1062.wav,2,2
1063.wav,2,2
1064.wav,2,2
1065.wav,2,2
1066.wav,2,2
1067.wav,2,2
1068.wav,2,2
1069.wav,2,2
1070.wav,2,2
1071.wav,2,2
1072.wav,2,2
1073.wav,2,2
1074.wav,2,2
1075.wav,2,2
1076.wav,2,2
1077.wav,2,2
1078.wav,2,2
1079.wav,2,2
1080.wav,2,2
1081.wav,2,2
1082.wav,2,2
1083.wav,2,2
1084.wav,2,2
1085.wav,2,2
1086.wav,2,2
1087.wav,2,2
1088.wav,2,2
1089.wav,2,2
1090.wav,2,2
1091.wav,2,2
1092.wav,2,2
1093.wav,2,2
1094.wav,2,2
1095.wav,2,2
1096.wav,2,2
1097.wav,2,2
1098.wav,2,2
1099.wav,2,2
1100.wav,2,2
1101.wav,2,2
1102.wav,2,2
1103.wav,2,2
1104.wav,2,2
1105.wav,2,2
1106.wav,2,2
1107.wav,2,2
1108.wav,2,2
1109.wav,2,2
1110.wav,2,2
1111.wav,2,2
1112.wav,2,2
1113.wav,2,2
1114.wav,2,2
1115.wav,2,2
1116.wav,2,2
1117.wav,2,2
1118.wav,2,2
1119.wav,2,2
1120.wav,2,2
1121.wav,2,2
1122.wav,2,2
1123.wav,2,2
1124.wav,2,2
1125.wav,2,2
1126.wav,2,2
1127.wav,2,2
1128.wav,2,2
1129.wav,2,2
1130.wav,2,2
1131.wav,2,2
1132.wav,2,2
1133.wav,2,2
1134.wav,2,2
1135.wav,2,2
1136.wav,2,2
1137.wav,2,2
1138.wav,2,2
1139.wav,2,2
1140.wav,2,2
1141.wav,2,2
1142.wav,2,2
1143.wav,2,2
1144.wav,2,2
1145.wav,2,2
1146.wav,2,2
1147.wav,2,2
1148.wav,2,2
1149.wav,2,2
1150.wav,2,2
1151.wav,2,2
1152.wav,2,2
1153.wav,2,2
1154.wav,2,2
1155.wav,2,2
1156.wav,2,2
1157.wav,2,2
1158.wav,2,2
1159.wav,2,2
1160.wav,2,2
1161.wav,2,2
1162.wav,2,2
1163.wav,2,2
1164.wav,2,2
1165.wav,2,2
1166.wav,2,2
1167.wav,2,2
1168.wav,2,2
1169.wav,2,2
1170.wav,2,2
1171.wav,2,2
1172.wav,2,2
1173.wav,2,2
1174.wav,2,2
1175.wav,2,2
1176.wav,2,2
1177.wav,2,2
1178.wav,2,2
1179.wav,2,2
1180.wav,2,2
1181.wav,2,2
1182.wav,2,2
1183.wav,2,2
1184.wav,2,2
1185.wav,2,2
1186.wav,2,2
1187.wav,2,2
1188.wav,2,2
1189.wav,2,2
1190.wav,2,2
1191.wav,2,2
1192.wav,2,2
1193.wav,2,2
1194.wav,2,2
1195.wav,2,2
1196.wav,2,2
1197.wav,2,2
1198.wav,2,2
1199.wav,2,2
1200.wav,2,2
1201.wav,2,2
1202.wav,2,2
1203.wav,2,2
1204.wav,2,2
1205.wav,2,2
1206.wav,2,2
1207.wav,2,2
1208.wav,2,2
1209.wav,2,2
1210.wav,2,2
1211.wav,2,2
1212.wav,2,2
1213.wav,2,2
1214.wav,2,2
1215.wav,2,2
1216.wav,2,2
1217.wav,2,2
1218.wav,2,2
1219.wav,2,2
1220.wav,2,2
1221.wav,2,2
1222.wav,2,2
1223.wav,2,2
1224.wav,2,2
1225.wav,2,2
1226.wav,2,2
1227.wav,2,2
1228.wav,2,2
1229.wav,2,2
1230.wav,2,2
1231.wav,2,2
1232.wav,2,2
1233.wav,2,2
1234.wav,2,2
1235.wav,2,2
1236.wav,2,2
1237.wav,2,2
1238.wav,2,2
1239.wav,2,2
1240.wav,2,2
1241.wav,2,2
1242.wav,2,2
1243.wav,2,2
1244.wav,2,2
1245.wav,2,2
1246.wav,2,2
1247.wav,2,2
1248.wav,2,2
1249.wav,2,2
1250.wav,2,2
1251.wav,2,2
1252.wav,2,2
1253.wav,2,2
1254.wav,2,2
1255.wav,2,2
1256.wav,2,2
1257.wav,2,2
1258.wav,2,2
1259.wav,2,2
1260.wav,2,2
1261.wav,2,2
1262.wav,2,2
1263.wav,2,2
1264.wav,2,2
1265.wav,2,2
1266.wav,2,2
1267.wav,2,2
1268.wav,2,2
1269.wav,2,2
1270.wav,2,2
1271.wav,2,2
1272.wav,2,2
1273.wav,2,2
1274.wav,2,2
1275.wav,2,2
1276.wav,2,2
1277.wav,2,2
1278.wav,2,2
1279.wav,2,2
1280.wav,2,2
1281.wav,2,2
1282.wav,2,2
1283.wav,2,2
1284.wav,2,2
1285.wav,2,2
1286.wav,2,2
1287.wav,2,2
1288.wav,2,2
1289.wav,2,2
1290.wav,2,2
1291.wav,2,2
1292.wav,2,2
1293.wav,2,2
1294.wav,2,2
1295.wav,2,2
1296.wav,2,2
1297.wav,2,2
1298.wav,2,2
1299.wav,2,2
1300.wav,2,2
1301.wav,2,2
1302.wav,2,2
1303.wav,2,2
1304.wav,2,2
1305.wav,2,2
1306.wav,2,2
1307.wav,2,2
1308.wav,2,2
1309.wav,2,2
1310.wav,2,2
1311.wav,2,2
1312.wav,2,2
1313.wav,2,2
1314.wav,2,2
1315.wav,2,2
1316.wav,2,2
1317.wav,2,2
1318.wav,2,2
1319.wav,2,2
1320.wav,2,2
1321.wav,2,2
1322.wav,2,2
1323.wav,2,2
1324.wav,2,2
1325.wav,2,2
1326.wav,2,2
1327.wav,2,2
1328.wav,2,2
1329.wav,2,2
1330.wav,2,2
1331.wav,2,2
1332.wav,2,2
1333.wav,2,2
1334.wav,2,2
1335.wav,2,2
1336.wav,2,2
1337.wav,2,2
1338.wav,2,2
1339.wav,2,2
1340.wav,2,2
1341.wav,2,2
1342.wav,2,2
1343.wav,2,2
1344.wav,2,2
1345.wav,2,2
1346.wav,2,2
1347.wav,2,2
1348.wav,2,2
1349.wav,2,2
1350.wav,2,2
1351.wav,2,2
1352.wav,2,2
1353.wav,2,2
1354.wav,2,2
1355.wav,2,2
1356.wav,2,2
1357.wav,2,2
1358.wav,2,2
1359.wav,2,2
1360.wav,2,2
1361.wav,2,2
1362.wav,2,2
1363.wav,2,2
1364.wav,2,2
1365.wav,2,2
1366.wav,2,2
1367.wav,2,2
1368.wav,2,2
1369.wav,2,2
1370.wav,2,2
1371.wav,2,2
1372.wav,2,2
1373.wav,2,2
1374.wav,2,2
1375.wav,2,2
1376.wav,2,2
1377.wav,2,2
1378.wav,2,2
1379.wav,2,2
1380.wav,2,2
1381.wav,2,2
1382.wav,2,2
1383.wav,2,2
1384.wav,2,2
1385.wav,2,2
1386.wav,2,2
1387.wav,2,2
1388.wav,2,2
1389.wav,2,2
1390.wav,2,2
1391.wav,2,2
1392.wav,2,2
1393.wav,2,2
1394.wav,2,2
1395.wav,2,2
1396.wav,2,2
1397.wav,2,2
1398.wav,2,2
1399.wav,2,2
1400.wav,2,2
1401.wav,2,2
1402.wav,2,2
1403.wav,2,2
1404.wav,2,2
1405.wav,2,2
1406.wav,2,2
1407.wav,2,2
1408.wav,2,2
1409.wav,2,2
1410.wav,2,2
1411.wav,2,2
1412.wav,2,2
1413.wav,2,2
1414.wav,2,2
1415.wav,2,2
1416.wav,2,2
1417.wav,2,2
1418.wav,2,2
1419.wav,2,2
1420.wav,2,2
1421.wav,2,2
1422.wav,2,2
1423.wav,2,2
1424.wav,2,2
1425.wav,2,2
1426.wav,2,2
1427.wav,2,2
1428.wav,2,2
1429.wav,2,2
1430.wav,2,2
1431.wav,2,2
1432.wav,2,2
1433.wav,2,2
1434.wav,2,2
1435.wav,2,2
1436.wav,2,2
1437.wav,2,2
1438.wav,2,2
1439.wav,2,2
1440.wav,2,2
1441.wav,2,2
1442.wav,2,2
1443.wav,2,2
1444.wav,2,2
1445.wav,2,2
1446.wav,2,2
1447.wav,2,2
1448.wav,2,2
1449.wav,2,2
1450.wav,2,2
1451.wav,2,2
1452.wav,2,2
1453.wav,2,2
1454.wav,2,2
1455.wav,2,2
1456.wav,2,2
1457.wav,2,2
1458.wav,2,2
1459.wav,2,2
1460.wav,2,2
1461.wav,2,2
1462.wav,2,2
1463.wav,2,2
1464.wav,2,2
1465.wav,2,2
1466.wav,2,2
1467.wav,2,2
1468.wav,2,2
1469.wav,2,2
1470.wav,2,2
1471.wav,2,2
1472.wav,2,2
1473.wav,2,2
1474.wav,2,2
1475.wav,2,2
1476.wav,2,2
1477.wav,2,2
1478.wav,2,2
1479.wav,2,2
1480.wav,2,2
1481.wav,2,2
1482.wav,2,2
1483.wav,2,2
1484.wav,2,2
1485.wav,2,2
1486.wav,2,2
1487.wav,2,2
1488.wav,2,2
1489.wav,2,2
1490.wav,2,2
1491.wav,2,2
1492.wav,2,2
1493.wav,2,2
1494.wav,2,2
1495.wav,2,2
1496.wav,2,2
1497.wav,2,2
1498.wav,2,2
1499.wav,2,2
1000.wav,3,3
1001.wav,3,3
1002.wav,3,3
1003.wav,3,3
1004.wav,3,3
1005.wav,3,3
1006.wav,3,3
1007.wav,3,3
1008.wav,3,3
1009.wav,3,3
1010.wav,3,3
1011.wav,3,3
1012.wav,3,3
1013.wav,3,3
1014.wav,3,3
1015.wav,3,3
1016.wav,3,3
1017.wav,3,3
1018.wav,3,3
1019.wav,3,3
1020.wav,3,3
1021.wav,3,3
1022.wav,3,3
1023.wav,3,3
1024.wav,3,3
1025.wav,3,3
1026.wav,3,3
1027.wav,3,3
1028.wav,3,3
1029.wav,3,3
1030.wav,3,3
1031.wav,3,3
1032.wav,3,3
1033.wav,3,3
1034.wav,3,3
1035.wav,3,3
1036.wav,3,3
1037.wav,3,3
1038.wav,3,3
1039.wav,3,3
1040.wav,3,3
1041.wav,3,3
1042.wav,3,3
1043.wav,3,3
1044.wav,3,3
1045.wav,3,3
1046.wav,3,3
1047.wav,3,3
1048.wav,3,3
1049.wav,3,3
1050.wav,3,3
1051.wav,3,3
1052.wav,3,3
1053.wav,3,3
1054.wav,3,3
1055.wav,3,3
1056.wav,3,3
1057.wav,3,3
1058.wav,3,3
1059.wav,3,3
1060.wav,3,3
1061.wav,3,3
1062.wav,3,3
1063.wav,3,3
1064.wav,3,3
1065.wav,3,3
1066.wav,3,3
1067.wav,3,3
1068.wav,3,3
1069.wav,3,3
1070.wav,3,3
1071.wav,3,3
1072.wav,3,3
1073.wav,3,3
1074.wav,3,3
1075.wav,3,3
1076.wav,3,3
1077.wav,3,3
1078.wav,3,3
1079.wav,3,3
1080.wav,3,3
1081.wav,3,3
1082.wav,3,3
1083.wav,3,3
1084.wav,3,3
1085.wav,3,3
1086.wav,3,3
1087.wav,3,3
1088.wav,3,3
1089.wav,3,3
1090.wav,3,3
1091.wav,3,3
1092.wav,3,3
1093.wav,3,3
1094.wav,3,3
1095.wav,3,3
1096.wav,3,3
1097.wav,3,3
1098.wav,3,3
1099.wav,3,3
1100.wav,3,3
1101.wav,3,3
1102.wav,3,3
1103.wav,3,3
1104.wav,3,3
1105.wav,3,3
1106.wav,3,3
1107.wav,3,3
1108.wav,3,3
1109.wav,3,3
1110.wav,3,3
1111.wav,3,3
1112.wav,3,3
1113.wav,3,3
1114.wav,3,3
1115.wav,3,3
1116.wav,3,3
1117.wav,3,3
1118.wav,3,3
1119.wav,3,3
1120.wav,3,3
1121.wav,3,3
1122.wav,3,3
1123.wav,3,3
1124.wav,3,3
1125.wav,3,3
1126.wav,3,3
1127.wav,3,3
1128.wav,3,3
1129.wav,3,3
1130.wav,3,3
1131.wav,3,3
1132.wav,3,3
1133.wav,3,3
1134.wav,3,3
1135.wav,3,3
1136.wav,3,3
1137.wav,3,3
1138.wav,3,3
1139.wav,3,3
1140.wav,3,3
1141.wav,3,3
1142.wav,3,3
1143.wav,3,3
1144.wav,3,3
1145.wav,3,3
1146.wav,3,3
1147.wav,3,3
1148.wav,3,3
1149.wav,3,3
1150.wav,3,3
1151.wav,3,3
1152.wav,3,3
1153.wav,3,3
1154.wav,3,3
1155.wav,3,3
1156.wav,3,3
1157.wav,3,3
1158.wav,3,3
1159.wav,3,3
1160.wav,3,3
1161.wav,3,3
1162.wav,3,3
1163.wav,3,3
1164.wav,3,3
1165.wav,3,3
1166.wav,3,3
1167.wav,3,3
1168.wav,3,3
1169.wav,3,3
1170.wav,3,3
1171.wav,3,3
1172.wav,3,3
1173.wav,3,3
1174.wav,3,3
1175.wav,3,3
1176.wav,3,3
1177.wav,3,3
1178.wav,3,3
1179.wav,3,3
1180.wav,3,3
1181.wav,3,3
1182.wav,3,3
1183.wav,3,3
1184.wav,3,3
1185.wav,3,3
1186.wav,3,3
1187.wav,3,3
1188.wav,3,3
1189.wav,3,3
1190.wav,3,3
1191.wav,3,3
1192.wav,3,3
1193.wav,3,3
1194.wav,3,3
1195.wav,3,3
1196.wav,3,3
1197.wav,3,3
1198.wav,3,3
1199.wav,3,3
1200.wav,3,3
1201.wav,3,3
1202.wav,3,3
1203.wav,3,3
1204.wav,3,3
1205.wav,3,3
1206.wav,3,3
1207.wav,3,3
1208.wav,3,3
1209.wav,3,3
1210.wav,3,3
1211.wav,3,3
1212.wav,3,3
1213.wav,3,3
1214.wav,3,3
1215.wav,3,3
1216.wav,3,3
1217.wav,3,3
1218.wav,3,3
1219.wav,3,3
1220.wav,3,3
1221.wav,3,3
1222.wav,3,3
1223.wav,3,3
1224.wav,3,3
1225.wav,3,3
1226.wav,3,3
1227.wav,3,3
1228.wav,3,3
1229.wav,3,3
1230.wav,3,3
1231.wav,3,3
1232.wav,3,3
1233.wav,3,3
1234.wav,3,3
1235.wav,3,3
1236.wav,3,3
1237.wav,3,3
1238.wav,3,3
1239.wav,3,3
1240.wav,3,3
1241.wav,3,3
1242.wav,3,3
1243.wav,3,3
1244.wav,3,3
1245.wav,3,3
1246.wav,3,3
1247.wav,3,3
1248.wav,3,3
1249.wav,3,3
1250.wav,3,3
1251.wav,3,3
1252.wav,3,3
1253.wav,3,3
1254.wav,3,3
1255.wav,3,3
1256.wav,3,3
1257.wav,3,3
1258.wav,3,3
1259.wav,3,3
1260.wav,3,3
1261.wav,3,3
1262.wav,3,3
1263.wav,3,3
1264.wav,3,3
1265.wav,3,3
1266.wav,3,3
1267.wav,3,3
1268.wav,3,3
1269.wav,3,3
1270.wav,3,3
1271.wav,3,3
1272.wav,3,3
1273.wav,3,3
1274.wav,3,3
1275.wav,3,3
1276.wav,3,3
1277.wav,3,3
1278.wav,3,3
1279.wav,3,3
1280.wav,3,3
1281.wav,3,3
1282.wav,3,3
1283.wav,3,3
1284.wav,3,3
1285.wav,3,3
1286.wav,3,3
1287.wav,3,3
1288.wav,3,3
1289.wav,3,3
1290.wav,3,3
1291.wav,3,3
1292.wav,3,3
1293.wav,3,3
1294.wav,3,3
1295.wav,3,3
1296.wav,3,3
1297.wav,3,3
1298.wav,3,3
1299.wav,3,3
1300.wav,3,3
1301.wav,3,3
1302.wav,3,3
1303.wav,3,3
1304.wav,3,3
1305.wav,3,3
1306.wav,3,3
1307.wav,3,3
1308.wav,3,3
1309.wav,3,3
1310.wav,3,3
1311.wav,3,3
1312.wav,3,3
1313.wav,3,3
1314.wav,3,3
1315.wav,3,3
1316.wav,3,3
1317.wav,3,3
1318.wav,3,3
1319.wav,3,3
1320.wav,3,3
1321.wav,3,3
1322.wav,3,3
1323.wav,3,3
1324.wav,3,3
1325.wav,3,3
1326.wav,3,3
1327.wav,3,3
1328.wav,3,3
1329.wav,3,3
1330.wav,3,3
1331.wav,3,3
1332.wav,3,3
1333.wav,3,3
1334.wav,3,3
1335.wav,3,3
1336.wav,3,3
1337.wav,3,3
1338.wav,3,3
1339.wav,3,3
1340.wav,3,3
1341.wav,3,3
1342.wav,3,3
1343.wav,3,3
1344.wav,3,3
1345.wav,3,3
1346.wav,3,3
1347.wav,3,3
1348.wav,3,3
1349.wav,3,3
1350.wav,3,3
1351.wav,3,3
1352.wav,3,3
1353.wav,3,3
1354.wav,3,3
1355.wav,3,3
1356.wav,3,3
1357.wav,3,3
1358.wav,3,3
1359.wav,3,3
1360.wav,3,3
1361.wav,3,3
1362.wav,3,3
1363.wav,3,3
1364.wav,3,3
1365.wav,3,3
1366.wav,3,3
1367.wav,3,3
1368.wav,3,3
1369.wav,3,3
1370.wav,3,3
1371.wav,3,3
1372.wav,3,3
1373.wav,3,3
1374.wav,3,3
1375.wav,3,3
1376.wav,3,3
1377.wav,3,3
1378.wav,3,3
1379.wav,3,3
1380.wav,3,3
1381.wav,3,3
1382.wav,3,3
1383.wav,3,3
1384.wav,3,3
1385.wav,3,3
1386.wav,3,3
1387.wav,3,3
1388.wav,3,3
1389.wav,3,3
1390.wav,3,3
1391.wav,3,3
1392.wav,3,3
1393.wav,3,3
1394.wav,3,3
1395.wav,3,3
1396.wav,3,3
1397.wav,3,3
1398.wav,3,3
1399.wav,3,3
1400.wav,3,3
1401.wav,3,3
1402.wav,3,3
1403.wav,3,3
1404.wav,3,3
1405.wav,3,3
1406.wav,3,3
1407.wav,3,3
1408.wav,3,3
1409.wav,3,3
1410.wav,3,3
1411.wav,3,3
1412.wav,3,3
1413.wav,3,3
1414.wav,3,3
1415.wav,3,3
1416.wav,3,3
1417.wav,3,3
1418.wav,3,3
1419.wav,3,3
1420.wav,3,3
1421.wav,3,3
1422.wav,3,3
1423.wav,3,3
1424.wav,3,3
1425.wav,3,3
1426.wav,3,3
1427.wav,3,3
1428.wav,3,3
1429.wav,3,3
1430.wav,3,3
1431.wav,3,3
1432.wav,3,3
1433.wav,3,3
1434.wav,3,3
1435.wav,3,3
1436.wav,3,3
1437.wav,3,3
1438.wav,3,3
1439.wav,3,3
1440.wav,3,3
1441.wav,3,3
1442.wav,3,3
1443.wav,3,3
1444.wav,3,3
1445.wav,3,3
1446.wav,3,3
1447.wav,3,3
1448.wav,3,3
1449.wav,3,3
1450.wav,3,3
1451.wav,3,3
1452.wav,3,3
1453.wav,3,3
1454.wav,3,3
1455.wav,3,3
1456.wav,3,3
1457.wav,3,3
1458.wav,3,3
1459.wav,3,3
1460.wav,3,3
1461.wav,3,3
1462.wav,3,3
1463.wav,3,3
1464.wav,3,3
1465.wav,3,3
1466.wav,3,3
1467.wav,3,3
1468.wav,3,3
1469.wav,3,3
1470.wav,3,3
1471.wav,3,3
1472.wav,3,3
1473.wav,3,3
1474.wav,3,3
1475.wav,3,3
1476.wav,3,3
1477.wav,3,3
1478.wav,3,3
1479.wav,3,3
1480.wav,3,3
1481.wav,3,3
1482.wav,3,3
1483.wav,3,3
1484.wav,3,3
1485.wav,3,3
1486.wav,3,3
1487.wav,3,3
1488.wav,3,3
1489.wav,3,3
1490.wav,3,3
1491.wav,3,3
1492.wav,3,3
1493.wav,3,3
1494.wav,3,3
1495.wav,3,3
1496.wav,3,3
1497.wav,3,3
1498.wav,3,3
1499.wav,3,3
